Starostni_razred,SNOMED_CT,Naziv,Datum_cepljenja,st_cepljenj
d: 70 - 79 let,46233009,Gripa,2024-02-19,5
d: 70 - 79 let,46233009,Gripa,2024-02-22,1
d: 70 - 79 let,46233009,Gripa,2024-02-29,2
d: 70 - 79 let,46233009,Gripa,2024-09-28,8
d: 70 - 79 let,46233009,Gripa,2024-10-01,110
d: 70 - 79 let,46233009,Gripa,2024-10-04,223
d: 70 - 79 let,46233009,Gripa,2024-10-11,963
d: 70 - 79 let,46233009,Gripa,2024-10-14,870
d: 70 - 79 let,46233009,Gripa,2024-10-17,1474
d: 70 - 79 let,46233009,Gripa,2024-10-27,1
d: 70 - 79 let,46233009,Gripa,2024-10-30,318
d: 70 - 79 let,46233009,Gripa,2024-11-02,200
d: 70 - 79 let,46233009,Gripa,2024-11-05,939
d: 70 - 79 let,46233009,Gripa,2024-11-12,928
d: 70 - 79 let,46233009,Gripa,2024-11-15,619
d: 70 - 79 let,46233009,Gripa,2024-11-18,367
d: 70 - 79 let,46233009,Gripa,2024-11-21,600
d: 70 - 79 let,46233009,Gripa,2024-11-25,331
d: 70 - 79 let,46233009,Gripa,2024-11-28,448
d: 70 - 79 let,46233009,Gripa,2024-12-04,238
d: 70 - 79 let,46233009,Gripa,2024-12-11,153
d: 70 - 79 let,46233009,Gripa,2024-12-14,1
d: 70 - 79 let,46233009,Gripa,2024-12-17,165
d: 70 - 79 let,46233009,Gripa,2024-12-20,83
d: 70 - 79 let,46233009,Gripa,2024-12-27,9
d: 70 - 79 let,46233009,Gripa,2024-12-30,14
d: 70 - 79 let,46233009,Gripa,2025-01-15,125
d: 70 - 79 let,46233009,Gripa,2025-01-18,4
d: 70 - 79 let,46233009,Gripa,2025-01-28,35
d: 70 - 79 let,46233009,Gripa,2025-01-31,12
d: 70 - 79 let,46233009,Gripa,2025-02-03,12
d: 70 - 79 let,46233009,Gripa,2025-02-10,7
d: 70 - 79 let,46233009,Gripa,2025-02-13,9
d: 70 - 79 let,46233009,Gripa,2025-02-19,10
d: 70 - 79 let,46233009,Gripa,2025-02-26,1
d: 70 - 79 let,46233009,Gripa,2025-03-17,1
d: 70 - 79 let,46233009,Gripa,2025-05-30,1
d: 70 - 79 let,46233009,Gripa,2025-10-09,20
d: 70 - 79 let,46233009,Gripa,2025-10-15,101
d: 70 - 79 let,46233009,Gripa,2025-10-25,342
d: 70 - 79 let,46233009,Gripa,2025-10-28,1737
d: 70 - 79 let,46233009,Gripa,2025-10-31,10
d: 70 - 79 let,46233009,Gripa,2025-11-07,2054
d: 70 - 79 let,46233009,Gripa,2025-11-10,1095
d: 70 - 79 let,46233009,Gripa,2025-11-13,1110
d: 70 - 79 let,46233009,Gripa,2025-11-23,5
d: 70 - 79 let,46233009,Gripa,2025-11-26,488
e: 80 let +,840534001,COVID-19,2023-10-06,13
e: 80 let +,840534001,COVID-19,2023-10-09,37
e: 80 let +,840534001,COVID-19,2023-10-16,149
e: 80 let +,840534001,COVID-19,2023-10-19,408
e: 80 let +,840534001,COVID-19,2023-10-25,376
e: 80 let +,840534001,COVID-19,2023-11-01,1
e: 80 let +,840534001,COVID-19,2023-11-04,75
e: 80 let +,840534001,COVID-19,2023-11-07,292
e: 80 let +,840534001,COVID-19,2023-11-14,197
e: 80 let +,840534001,COVID-19,2023-11-17,196
e: 80 let +,840534001,COVID-19,2023-11-20,116
e: 80 let +,840534001,COVID-19,2023-11-23,283
e: 80 let +,840534001,COVID-19,2023-11-30,306
e: 80 let +,840534001,COVID-19,2023-12-06,207
e: 80 let +,840534001,COVID-19,2023-12-19,61
e: 80 let +,840534001,COVID-19,2023-12-22,57
e: 80 let +,840534001,COVID-19,2023-12-29,2
e: 80 let +,840534001,COVID-19,2024-01-04,29
e: 80 let +,840534001,COVID-19,2024-01-17,27
e: 80 let +,840534001,COVID-19,2024-01-23,10
e: 80 let +,840534001,COVID-19,2024-01-30,14
e: 80 let +,840534001,COVID-19,2024-02-02,1
e: 80 let +,840534001,COVID-19,2024-02-05,2
e: 80 let +,840534001,COVID-19,2024-02-12,2
e: 80 let +,840534001,COVID-19,2024-02-15,7
e: 80 let +,840534001,COVID-19,2024-02-28,1
e: 80 let +,840534001,COVID-19,2024-03-21,1
e: 80 let +,840534001,COVID-19,2024-05-15,1
e: 80 let +,840534001,COVID-19,2024-06-03,1
e: 80 let +,840534001,COVID-19,2024-09-11,1
e: 80 let +,840534001,COVID-19,2024-09-20,6
e: 80 let +,840534001,COVID-19,2024-09-27,8
e: 80 let +,840534001,COVID-19,2024-09-30,3
e: 80 let +,840534001,COVID-19,2024-10-03,23
e: 80 let +,840534001,COVID-19,2024-10-10,89
e: 80 let +,840534001,COVID-19,2024-10-16,88
e: 80 let +,840534001,COVID-19,2024-10-19,51
e: 80 let +,840534001,COVID-19,2024-10-26,37
e: 80 let +,840534001,COVID-19,2024-10-29,112
e: 80 let +,840534001,COVID-19,2024-11-04,34
e: 80 let +,840534001,COVID-19,2024-11-11,71
e: 80 let +,840534001,COVID-19,2024-11-14,242
e: 80 let +,840534001,COVID-19,2024-11-20,49
e: 80 let +,840534001,COVID-19,2024-11-27,46
e: 80 let +,840534001,COVID-19,2024-12-03,27
e: 80 let +,840534001,COVID-19,2024-12-10,45
e: 80 let +,840534001,COVID-19,2024-12-13,52
e: 80 let +,840534001,COVID-19,2024-12-16,1
e: 80 let +,840534001,COVID-19,2024-12-19,29
e: 80 let +,840534001,COVID-19,2025-01-14,13
e: 80 let +,840534001,COVID-19,2025-01-17,14
e: 80 let +,840534001,COVID-19,2025-01-24,5
e: 80 let +,840534001,COVID-19,2025-01-27,5
e: 80 let +,840534001,COVID-19,2025-01-30,3
e: 80 let +,840534001,COVID-19,2025-02-18,1
e: 80 let +,840534001,COVID-19,2025-09-25,2
e: 80 let +,840534001,COVID-19,2025-10-08,8
e: 80 let +,840534001,COVID-19,2025-10-14,3
e: 80 let +,840534001,COVID-19,2025-10-17,32
e: 80 let +,840534001,COVID-19,2025-10-24,240
e: 80 let +,840534001,COVID-19,2025-10-27,88
e: 80 let +,840534001,COVID-19,2025-10-30,60
e: 80 let +,840534001,COVID-19,2025-11-06,183
e: 80 let +,840534001,COVID-19,2025-11-12,161
e: 80 let +,840534001,COVID-19,2025-11-15,43
e: 80 let +,840534001,COVID-19,2025-11-22,24
e: 80 let +,840534001,COVID-19,2025-11-25,137
Neznano,46233009,Gripa,2023-10-17,3
Neznano,46233009,Gripa,2023-10-23,1
Neznano,46233009,Gripa,2023-10-26,5
Neznano,46233009,Gripa,2023-11-02,2
Neznano,46233009,Gripa,2023-11-08,5
Neznano,46233009,Gripa,2023-11-21,5
Neznano,46233009,Gripa,2023-11-24,6
Neznano,46233009,Gripa,2023-12-01,3
Neznano,46233009,Gripa,2023-12-04,1
Neznano,46233009,Gripa,2023-12-07,1
Neznano,46233009,Gripa,2023-12-20,3
Neznano,46233009,Gripa,2024-01-05,2
Neznano,46233009,Gripa,2024-01-08,1
Neznano,46233009,Gripa,2024-01-24,4
Neznano,46233009,Gripa,2024-02-06,1
Neznano,46233009,Gripa,2024-02-16,1
Neznano,46233009,Gripa,2024-03-06,1
Neznano,46233009,Gripa,2024-10-01,4
Neznano,46233009,Gripa,2024-10-07,7
Neznano,46233009,Gripa,2024-10-14,6
Neznano,46233009,Gripa,2024-10-17,12
Neznano,46233009,Gripa,2024-10-30,6
Neznano,46233009,Gripa,2024-11-02,1
Neznano,46233009,Gripa,2024-11-05,12
Neznano,46233009,Gripa,2024-11-12,11
Neznano,46233009,Gripa,2024-11-15,5
Neznano,46233009,Gripa,2024-11-18,11
Neznano,46233009,Gripa,2024-11-21,14
Neznano,46233009,Gripa,2024-11-28,11
Neznano,46233009,Gripa,2024-12-04,5
Neznano,46233009,Gripa,2024-12-11,5
Neznano,46233009,Gripa,2024-12-17,9
Neznano,46233009,Gripa,2024-12-20,5
Neznano,46233009,Gripa,2024-12-27,2
Neznano,46233009,Gripa,2024-12-30,3
Neznano,46233009,Gripa,2025-01-15,5
Neznano,46233009,Gripa,2025-01-21,10
Neznano,46233009,Gripa,2025-01-28,5
Neznano,46233009,Gripa,2025-01-31,1
Neznano,46233009,Gripa,2025-02-03,1
Neznano,46233009,Gripa,2025-02-10,4
Neznano,46233009,Gripa,2025-02-13,1
Neznano,46233009,Gripa,2025-02-19,3
Neznano,46233009,Gripa,2025-02-26,1
Neznano,46233009,Gripa,2025-03-04,2
Neznano,46233009,Gripa,2025-10-09,2
Neznano,46233009,Gripa,2025-10-15,3
Neznano,46233009,Gripa,2025-10-28,19
Neznano,46233009,Gripa,2025-11-03,24
Neznano,46233009,Gripa,2025-11-10,26
Neznano,46233009,Gripa,2025-11-13,29
Neznano,46233009,Gripa,2025-11-26,26
c: 60 - 69 let,840534001,COVID-19,2023-09-08,1
c: 60 - 69 let,840534001,COVID-19,2023-09-21,1
c: 60 - 69 let,840534001,COVID-19,2023-10-04,3
c: 60 - 69 let,840534001,COVID-19,2023-10-07,11
c: 60 - 69 let,840534001,COVID-19,2023-10-17,158
c: 60 - 69 let,840534001,COVID-19,2023-10-20,224
c: 60 - 69 let,840534001,COVID-19,2023-10-23,109
c: 60 - 69 let,840534001,COVID-19,2023-10-30,22
c: 60 - 69 let,840534001,COVID-19,2023-11-02,147
c: 60 - 69 let,840534001,COVID-19,2023-11-08,330
c: 60 - 69 let,840534001,COVID-19,2023-11-15,214
c: 60 - 69 let,840534001,COVID-19,2023-11-18,23
c: 60 - 69 let,840534001,COVID-19,2023-11-21,118
c: 60 - 69 let,840534001,COVID-19,2023-11-28,113
c: 60 - 69 let,840534001,COVID-19,2023-12-01,128
c: 60 - 69 let,840534001,COVID-19,2023-12-04,55
c: 60 - 69 let,840534001,COVID-19,2023-12-07,191
c: 60 - 69 let,840534001,COVID-19,2023-12-14,121
c: 60 - 69 let,840534001,COVID-19,2023-12-20,102
c: 60 - 69 let,840534001,COVID-19,2024-01-05,28
c: 60 - 69 let,840534001,COVID-19,2024-01-12,28
c: 60 - 69 let,840534001,COVID-19,2024-01-15,8
c: 60 - 69 let,840534001,COVID-19,2024-01-18,7
c: 60 - 69 let,840534001,COVID-19,2024-01-31,2
c: 60 - 69 let,840534001,COVID-19,2024-02-06,2
c: 60 - 69 let,840534001,COVID-19,2024-02-13,4
c: 60 - 69 let,840534001,COVID-19,2024-02-22,3
c: 60 - 69 let,840534001,COVID-19,2024-02-29,5
c: 60 - 69 let,840534001,COVID-19,2024-03-13,1
c: 60 - 69 let,840534001,COVID-19,2024-03-19,1
c: 60 - 69 let,840534001,COVID-19,2024-03-22,1
c: 60 - 69 let,840534001,COVID-19,2024-04-04,3
c: 60 - 69 let,840534001,COVID-19,2024-05-06,1
c: 60 - 69 let,840534001,COVID-19,2024-06-20,1
c: 60 - 69 let,840534001,COVID-19,2024-08-20,2
c: 60 - 69 let,840534001,COVID-19,2024-09-12,1
c: 60 - 69 let,840534001,COVID-19,2024-09-18,4
c: 60 - 69 let,840534001,COVID-19,2024-09-25,1
c: 60 - 69 let,840534001,COVID-19,2024-09-28,2
c: 60 - 69 let,840534001,COVID-19,2024-10-01,12
c: 60 - 69 let,840534001,COVID-19,2024-10-04,25
c: 60 - 69 let,840534001,COVID-19,2024-10-11,73
c: 60 - 69 let,840534001,COVID-19,2024-10-14,57
c: 60 - 69 let,840534001,COVID-19,2024-10-17,170
c: 60 - 69 let,840534001,COVID-19,2024-10-24,294
c: 60 - 69 let,840534001,COVID-19,2024-10-30,24
c: 60 - 69 let,840534001,COVID-19,2024-11-02,31
c: 60 - 69 let,840534001,COVID-19,2024-11-09,40
c: 60 - 69 let,840534001,COVID-19,2024-11-12,109
c: 60 - 69 let,840534001,COVID-19,2024-11-15,89
c: 60 - 69 let,840534001,COVID-19,2024-11-18,42
c: 60 - 69 let,840534001,COVID-19,2024-11-25,30
c: 60 - 69 let,840534001,COVID-19,2024-11-28,67
c: 60 - 69 let,840534001,COVID-19,2024-12-04,28
c: 60 - 69 let,840534001,COVID-19,2024-12-11,12
c: 60 - 69 let,840534001,COVID-19,2024-12-17,28
c: 60 - 69 let,840534001,COVID-19,2024-12-24,2
c: 60 - 69 let,840534001,COVID-19,2024-12-27,1
c: 60 - 69 let,840534001,COVID-19,2025-01-09,24
c: 60 - 69 let,840534001,COVID-19,2025-01-15,5
c: 60 - 69 let,840534001,COVID-19,2025-01-28,3
c: 60 - 69 let,840534001,COVID-19,2025-01-31,4
c: 60 - 69 let,840534001,COVID-19,2025-02-07,2
c: 60 - 69 let,840534001,COVID-19,2025-02-13,3
c: 60 - 69 let,840534001,COVID-19,2025-02-26,2
c: 60 - 69 let,840534001,COVID-19,2025-04-15,1
c: 60 - 69 let,840534001,COVID-19,2025-05-27,1
c: 60 - 69 let,840534001,COVID-19,2025-05-30,1
c: 60 - 69 let,840534001,COVID-19,2025-08-09,1
c: 60 - 69 let,840534001,COVID-19,2025-08-12,1
c: 60 - 69 let,840534001,COVID-19,2025-09-23,1
c: 60 - 69 let,840534001,COVID-19,2025-09-26,4
c: 60 - 69 let,840534001,COVID-19,2025-09-29,5
c: 60 - 69 let,840534001,COVID-19,2025-10-06,7
c: 60 - 69 let,840534001,COVID-19,2025-10-09,14
c: 60 - 69 let,840534001,COVID-19,2025-10-15,11
c: 60 - 69 let,840534001,COVID-19,2025-10-22,286
c: 60 - 69 let,840534001,COVID-19,2025-10-25,81
c: 60 - 69 let,840534001,COVID-19,2025-10-28,153
c: 60 - 69 let,840534001,COVID-19,2025-11-07,207
c: 60 - 69 let,840534001,COVID-19,2025-11-10,130
c: 60 - 69 let,840534001,COVID-19,2025-11-13,117
c: 60 - 69 let,840534001,COVID-19,2025-11-20,92
c: 60 - 69 let,840534001,COVID-19,2025-11-26,64
Neznano,840534001,COVID-19,2023-11-08,2
Neznano,840534001,COVID-19,2023-11-24,3
Neznano,840534001,COVID-19,2023-12-20,1
Neznano,840534001,COVID-19,2024-09-18,2
Neznano,840534001,COVID-19,2024-10-14,1
Neznano,840534001,COVID-19,2024-10-17,2
Neznano,840534001,COVID-19,2024-11-02,1
Neznano,840534001,COVID-19,2024-11-08,3
Neznano,840534001,COVID-19,2024-11-18,1
Neznano,840534001,COVID-19,2024-11-21,3
Neznano,840534001,COVID-19,2025-10-28,1
d: 70 - 79 let,46233009,Gripa,2023-09-11,1
d: 70 - 79 let,46233009,Gripa,2023-09-27,3
d: 70 - 79 let,46233009,Gripa,2023-10-03,137
d: 70 - 79 let,46233009,Gripa,2023-10-06,216
d: 70 - 79 let,46233009,Gripa,2023-10-13,657
d: 70 - 79 let,46233009,Gripa,2023-10-16,878
d: 70 - 79 let,46233009,Gripa,2023-10-19,1334
d: 70 - 79 let,46233009,Gripa,2023-11-01,1
d: 70 - 79 let,46233009,Gripa,2023-11-04,241
d: 70 - 79 let,46233009,Gripa,2023-11-11,258
d: 70 - 79 let,46233009,Gripa,2023-11-14,753
d: 70 - 79 let,46233009,Gripa,2023-11-17,489
d: 70 - 79 let,46233009,Gripa,2023-11-20,423
d: 70 - 79 let,46233009,Gripa,2023-11-27,289
d: 70 - 79 let,46233009,Gripa,2023-11-30,563
d: 70 - 79 let,46233009,Gripa,2023-12-06,321
d: 70 - 79 let,46233009,Gripa,2023-12-13,236
d: 70 - 79 let,46233009,Gripa,2023-12-16,2
d: 70 - 79 let,46233009,Gripa,2023-12-19,189
d: 70 - 79 let,46233009,Gripa,2023-12-26,1
d: 70 - 79 let,46233009,Gripa,2023-12-29,28
d: 70 - 79 let,46233009,Gripa,2024-01-04,80
d: 70 - 79 let,46233009,Gripa,2024-01-11,115
d: 70 - 79 let,46233009,Gripa,2024-01-17,62
d: 70 - 79 let,46233009,Gripa,2024-01-30,33
d: 70 - 79 let,46233009,Gripa,2024-02-02,16
d: 70 - 79 let,46233009,Gripa,2024-02-09,4
d: 70 - 79 let,46233009,Gripa,2024-02-12,3
d: 70 - 79 let,46233009,Gripa,2024-02-15,16
d: 70 - 79 let,46233009,Gripa,2024-02-28,4
d: 70 - 79 let,46233009,Gripa,2024-03-05,2
d: 70 - 79 let,46233009,Gripa,2024-03-12,2
d: 70 - 79 let,46233009,Gripa,2024-03-15,1
d: 70 - 79 let,46233009,Gripa,2024-03-21,1
d: 70 - 79 let,46233009,Gripa,2024-03-28,1
d: 70 - 79 let,46233009,Gripa,2024-09-24,1
d: 70 - 79 let,46233009,Gripa,2024-09-27,37
d: 70 - 79 let,46233009,Gripa,2024-09-30,47
d: 70 - 79 let,46233009,Gripa,2024-10-03,197
d: 70 - 79 let,46233009,Gripa,2024-10-07,663
d: 70 - 79 let,46233009,Gripa,2024-10-10,1230
d: 70 - 79 let,46233009,Gripa,2024-10-16,1154
d: 70 - 79 let,46233009,Gripa,2024-10-23,1040
d: 70 - 79 let,46233009,Gripa,2024-10-26,143
d: 70 - 79 let,46233009,Gripa,2024-10-29,710
d: 70 - 79 let,46233009,Gripa,2024-11-01,3
d: 70 - 79 let,46233009,Gripa,2024-11-08,895
d: 70 - 79 let,46233009,Gripa,2024-11-11,530
d: 70 - 79 let,46233009,Gripa,2024-11-14,803
d: 70 - 79 let,46233009,Gripa,2024-11-24,1
d: 70 - 79 let,46233009,Gripa,2024-11-27,384
d: 70 - 79 let,46233009,Gripa,2024-11-30,2
d: 70 - 79 let,46233009,Gripa,2024-12-07,4
d: 70 - 79 let,46233009,Gripa,2024-12-10,161
d: 70 - 79 let,46233009,Gripa,2024-12-13,133
d: 70 - 79 let,46233009,Gripa,2024-12-16,90
d: 70 - 79 let,46233009,Gripa,2024-12-23,33
d: 70 - 79 let,46233009,Gripa,2024-12-29,1
d: 70 - 79 let,46233009,Gripa,2025-01-08,402
d: 70 - 79 let,46233009,Gripa,2025-01-11,3
d: 70 - 79 let,46233009,Gripa,2025-01-14,212
d: 70 - 79 let,46233009,Gripa,2025-01-21,87
d: 70 - 79 let,46233009,Gripa,2025-01-24,36
d: 70 - 79 let,46233009,Gripa,2025-01-27,17
d: 70 - 79 let,46233009,Gripa,2025-01-30,29
d: 70 - 79 let,46233009,Gripa,2025-02-06,14
d: 70 - 79 let,46233009,Gripa,2025-02-12,10
d: 70 - 79 let,46233009,Gripa,2025-02-25,2
d: 70 - 79 let,46233009,Gripa,2025-03-07,1
d: 70 - 79 let,46233009,Gripa,2025-03-13,3
d: 70 - 79 let,46233009,Gripa,2025-03-26,1
d: 70 - 79 let,46233009,Gripa,2025-04-01,1
d: 70 - 79 let,46233009,Gripa,2025-05-07,1
d: 70 - 79 let,46233009,Gripa,2025-10-08,9
d: 70 - 79 let,46233009,Gripa,2025-10-14,95
d: 70 - 79 let,46233009,Gripa,2025-10-21,2984
d: 70 - 79 let,46233009,Gripa,2025-10-24,2208
d: 70 - 79 let,46233009,Gripa,2025-10-27,1642
d: 70 - 79 let,46233009,Gripa,2025-11-03,1328
d: 70 - 79 let,46233009,Gripa,2025-11-06,1891
d: 70 - 79 let,46233009,Gripa,2025-11-09,2
d: 70 - 79 let,46233009,Gripa,2025-11-12,943
d: 70 - 79 let,46233009,Gripa,2025-11-19,787
d: 70 - 79 let,46233009,Gripa,2025-11-22,237
d: 70 - 79 let,46233009,Gripa,2025-11-25,577
Neznano,840534001,COVID-19,2023-10-27,1
Neznano,840534001,COVID-19,2023-11-06,1
Neznano,840534001,COVID-19,2023-11-22,4
Neznano,840534001,COVID-19,2023-11-28,1
Neznano,840534001,COVID-19,2023-12-01,1
Neznano,840534001,COVID-19,2023-12-21,1
Neznano,840534001,COVID-19,2023-12-27,1
Neznano,840534001,COVID-19,2024-07-10,1
Neznano,840534001,COVID-19,2024-10-08,4
Neznano,840534001,COVID-19,2024-10-21,1
Neznano,840534001,COVID-19,2024-11-22,2
Neznano,840534001,COVID-19,2024-12-11,1
Neznano,840534001,COVID-19,2024-12-24,1
Neznano,840534001,COVID-19,2025-02-20,1
Neznano,840534001,COVID-19,2025-10-16,1
Neznano,840534001,COVID-19,2025-10-22,2
Neznano,840534001,COVID-19,2025-11-14,1
Neznano,840534001,COVID-19,2025-11-20,3
d: 70 - 79 let,840534001,COVID-19,2023-09-07,1
d: 70 - 79 let,840534001,COVID-19,2023-10-03,1
d: 70 - 79 let,840534001,COVID-19,2023-10-06,22
d: 70 - 79 let,840534001,COVID-19,2023-10-09,103
d: 70 - 79 let,840534001,COVID-19,2023-10-16,144
d: 70 - 79 let,840534001,COVID-19,2023-10-19,457
d: 70 - 79 let,840534001,COVID-19,2023-11-04,112
d: 70 - 79 let,840534001,COVID-19,2023-11-07,285
d: 70 - 79 let,840534001,COVID-19,2023-11-14,188
d: 70 - 79 let,840534001,COVID-19,2023-11-17,208
d: 70 - 79 let,840534001,COVID-19,2023-11-20,112
d: 70 - 79 let,840534001,COVID-19,2023-11-23,278
d: 70 - 79 let,840534001,COVID-19,2023-11-30,314
d: 70 - 79 let,840534001,COVID-19,2023-12-06,212
d: 70 - 79 let,840534001,COVID-19,2023-12-13,148
d: 70 - 79 let,840534001,COVID-19,2023-12-19,100
d: 70 - 79 let,840534001,COVID-19,2023-12-22,77
d: 70 - 79 let,840534001,COVID-19,2023-12-29,3
d: 70 - 79 let,840534001,COVID-19,2024-01-04,43
d: 70 - 79 let,840534001,COVID-19,2024-01-17,23
d: 70 - 79 let,840534001,COVID-19,2024-01-30,8
d: 70 - 79 let,840534001,COVID-19,2024-02-02,4
d: 70 - 79 let,840534001,COVID-19,2024-02-05,3
d: 70 - 79 let,840534001,COVID-19,2024-02-12,3
d: 70 - 79 let,840534001,COVID-19,2024-02-15,8
d: 70 - 79 let,840534001,COVID-19,2024-02-21,4
d: 70 - 79 let,840534001,COVID-19,2024-02-28,1
d: 70 - 79 let,840534001,COVID-19,2024-03-05,2
d: 70 - 79 let,840534001,COVID-19,2024-03-08,4
d: 70 - 79 let,840534001,COVID-19,2024-03-21,3
d: 70 - 79 let,840534001,COVID-19,2024-04-06,1
d: 70 - 79 let,840534001,COVID-19,2024-06-06,1
d: 70 - 79 let,840534001,COVID-19,2024-08-29,1
d: 70 - 79 let,840534001,COVID-19,2024-09-11,2
d: 70 - 79 let,840534001,COVID-19,2024-09-17,4
d: 70 - 79 let,840534001,COVID-19,2024-09-24,1
d: 70 - 79 let,840534001,COVID-19,2024-09-27,14
d: 70 - 79 let,840534001,COVID-19,2024-09-30,2
d: 70 - 79 let,840534001,COVID-19,2024-10-03,23
d: 70 - 79 let,840534001,COVID-19,2024-10-10,110
d: 70 - 79 let,840534001,COVID-19,2024-10-16,103
d: 70 - 79 let,840534001,COVID-19,2024-10-19,82
d: 70 - 79 let,840534001,COVID-19,2024-10-26,51
d: 70 - 79 let,840534001,COVID-19,2024-10-29,116
d: 70 - 79 let,840534001,COVID-19,2024-11-04,86
d: 70 - 79 let,840534001,COVID-19,2024-11-08,152
d: 70 - 79 let,840534001,COVID-19,2024-11-11,76
d: 70 - 79 let,840534001,COVID-19,2024-11-14,188
d: 70 - 79 let,840534001,COVID-19,2024-11-27,38
d: 70 - 79 let,840534001,COVID-19,2024-12-03,40
d: 70 - 79 let,840534001,COVID-19,2024-12-10,26
d: 70 - 79 let,840534001,COVID-19,2024-12-13,32
d: 70 - 79 let,840534001,COVID-19,2024-12-16,1
d: 70 - 79 let,840534001,COVID-19,2024-12-19,36
d: 70 - 79 let,840534001,COVID-19,2025-01-08,29
d: 70 - 79 let,840534001,COVID-19,2025-01-14,16
d: 70 - 79 let,840534001,COVID-19,2025-01-17,20
d: 70 - 79 let,840534001,COVID-19,2025-01-24,9
d: 70 - 79 let,840534001,COVID-19,2025-01-27,3
d: 70 - 79 let,840534001,COVID-19,2025-01-30,11
d: 70 - 79 let,840534001,COVID-19,2025-02-12,3
d: 70 - 79 let,840534001,COVID-19,2025-03-13,1
d: 70 - 79 let,840534001,COVID-19,2025-07-10,1
d: 70 - 79 let,840534001,COVID-19,2025-09-25,6
d: 70 - 79 let,840534001,COVID-19,2025-10-01,1
d: 70 - 79 let,840534001,COVID-19,2025-10-08,8
d: 70 - 79 let,840534001,COVID-19,2025-10-14,8
d: 70 - 79 let,840534001,COVID-19,2025-10-21,268
d: 70 - 79 let,840534001,COVID-19,2025-10-24,217
d: 70 - 79 let,840534001,COVID-19,2025-10-27,135
d: 70 - 79 let,840534001,COVID-19,2025-10-30,110
d: 70 - 79 let,840534001,COVID-19,2025-11-06,208
d: 70 - 79 let,840534001,COVID-19,2025-11-12,116
d: 70 - 79 let,840534001,COVID-19,2025-11-15,71
d: 70 - 79 let,840534001,COVID-19,2025-11-22,52
d: 70 - 79 let,840534001,COVID-19,2025-11-25,83
e: 80 let +,46233009,Gripa,2023-10-04,196
e: 80 let +,46233009,Gripa,2023-10-07,16
e: 80 let +,46233009,Gripa,2023-10-10,594
e: 80 let +,46233009,Gripa,2023-10-17,863
e: 80 let +,46233009,Gripa,2023-10-20,763
e: 80 let +,46233009,Gripa,2023-10-23,566
e: 80 let +,46233009,Gripa,2023-10-26,1263
e: 80 let +,46233009,Gripa,2023-11-02,320
e: 80 let +,46233009,Gripa,2023-11-08,1036
e: 80 let +,46233009,Gripa,2023-11-11,165
e: 80 let +,46233009,Gripa,2023-11-15,759
e: 80 let +,46233009,Gripa,2023-11-18,27
e: 80 let +,46233009,Gripa,2023-11-21,494
e: 80 let +,46233009,Gripa,2023-11-24,362
e: 80 let +,46233009,Gripa,2023-12-01,231
e: 80 let +,46233009,Gripa,2023-12-04,125
e: 80 let +,46233009,Gripa,2023-12-07,369
e: 80 let +,46233009,Gripa,2023-12-20,136
e: 80 let +,46233009,Gripa,2024-01-05,54
e: 80 let +,46233009,Gripa,2024-01-08,31
e: 80 let +,46233009,Gripa,2024-01-15,23
e: 80 let +,46233009,Gripa,2024-01-18,33
e: 80 let +,46233009,Gripa,2024-01-24,25
e: 80 let +,46233009,Gripa,2024-01-31,11
e: 80 let +,46233009,Gripa,2024-02-06,4
e: 80 let +,46233009,Gripa,2024-02-09,1
e: 80 let +,46233009,Gripa,2024-02-16,5
e: 80 let +,46233009,Gripa,2024-02-19,2
e: 80 let +,46233009,Gripa,2024-02-22,3
e: 80 let +,46233009,Gripa,2024-02-29,1
e: 80 let +,46233009,Gripa,2024-03-06,2
e: 80 let +,46233009,Gripa,2024-09-28,1
e: 80 let +,46233009,Gripa,2024-10-01,55
e: 80 let +,46233009,Gripa,2024-10-04,131
e: 80 let +,46233009,Gripa,2024-10-07,369
e: 80 let +,46233009,Gripa,2024-10-14,463
e: 80 let +,46233009,Gripa,2024-10-17,814
e: 80 let +,46233009,Gripa,2024-10-30,320
e: 80 let +,46233009,Gripa,2024-11-02,113
e: 80 let +,46233009,Gripa,2024-11-05,552
e: 80 let +,46233009,Gripa,2024-11-12,767
e: 80 let +,46233009,Gripa,2024-11-15,477
e: 80 let +,46233009,Gripa,2024-11-18,232
e: 80 let +,46233009,Gripa,2024-11-21,485
e: 80 let +,46233009,Gripa,2024-11-28,368
e: 80 let +,46233009,Gripa,2024-12-04,161
e: 80 let +,46233009,Gripa,2024-12-11,89
e: 80 let +,46233009,Gripa,2024-12-17,106
e: 80 let +,46233009,Gripa,2024-12-20,76
e: 80 let +,46233009,Gripa,2024-12-27,12
e: 80 let +,46233009,Gripa,2024-12-30,15
e: 80 let +,46233009,Gripa,2025-01-15,89
e: 80 let +,46233009,Gripa,2025-01-18,4
e: 80 let +,46233009,Gripa,2025-01-21,47
e: 80 let +,46233009,Gripa,2025-01-28,24
e: 80 let +,46233009,Gripa,2025-01-31,7
e: 80 let +,46233009,Gripa,2025-02-03,10
e: 80 let +,46233009,Gripa,2025-02-10,1
e: 80 let +,46233009,Gripa,2025-02-13,15
e: 80 let +,46233009,Gripa,2025-02-19,8
e: 80 let +,46233009,Gripa,2025-02-26,2
e: 80 let +,46233009,Gripa,2025-03-04,1
